filename,obj_name,width,height,xmin,ymin,xmax,ymax,xmin_norm,y_min_norm,width_norm,height_norm
boat78.png,boat,240,242,136,108,166,154,0.566666666666667,0.45,0.125,0.190082644628099
boat30.png,boat,472,466,131,126,271,282,0.277542372881356,0.266949152542373,0.296610169491525,0.334763948497854
boat406.png,boat,406,358,96,104,179,200,0.236453201970443,0.25615763546798,0.204433497536946,0.268156424581006
boat465.png,boat,340,328,164,141,246,200,0.482352941176471,0.414705882352941,0.241176470588235,0.179878048780488
boat191.png,boat,400,374,130,245,175,296,0.325,0.6125,0.1125,0.136363636363636
boat191.png,boat,400,374,256,96,294,135,0.64,0.24,0.095,0.10427807486631
boat496.png,boat,400,369,249,207,322,230,0.6225,0.5175,0.1825,0.0623306233062331
boat496.png,boat,400,369,206,131,272,149,0.515,0.3275,0.165,0.0487804878048781
boat496.png,boat,400,369,274,144,337,162,0.685,0.36,0.1575,0.0487804878048781
boat496.png,boat,400,369,273,152,335,169,0.6825,0.38,0.155,0.046070460704607
boat496.png,boat,400,369,271,160,334,177,0.6775,0.4,0.1575,0.046070460704607
boat496.png,boat,400,369,314,96,375,116,0.785,0.24,0.1525,0.0542005420054201
boat507.png,boat,400,384,229,95,292,126,0.5725,0.2375,0.1575,0.0807291666666667
boat507.png,boat,400,384,168,192,239,234,0.42,0.48,0.1775,0.109375
boat17.png,boat,294,258,83,108,127,158,0.282312925170068,0.36734693877551,0.149659863945578,0.193798449612403
boat279.png,boat,286,278,162,71,237,112,0.566433566433566,0.248251748251748,0.262237762237762,0.147482014388489
boat262.png,boat,422,442,234,82,287,217,0.554502369668246,0.194312796208531,0.125592417061611,0.305429864253394
boat539.png,boat,400,388,130,29,242,101,0.325,0.0725,0.28,0.185567010309278
boat539.png,boat,400,388,299,27,384,83,0.7475,0.0675,0.2125,0.144329896907216
boat539.png,boat,400,388,270,54,352,116,0.675,0.135,0.205,0.15979381443299
boat539.png,boat,400,388,248,89,338,157,0.62,0.2225,0.225,0.175257731958763
boat539.png,boat,400,388,193,174,299,245,0.4825,0.435,0.265,0.182989690721649
boat539.png,boat,400,388,64,101,188,186,0.16,0.2525,0.31,0.219072164948454
boat241.png,boat,476,468,266,312,352,402,0.558823529411765,0.65546218487395,0.180672268907563,0.192307692307692
boat241.png,boat,476,468,110,165,193,252,0.23109243697479,0.346638655462185,0.17436974789916,0.185897435897436
boat533.png,boat,400,381,156,103,188,159,0.39,0.2575,0.08,0.146981627296588
boat554.png,boat,308,258,71,127,187,164,0.23051948051948,0.412337662337662,0.376623376623377,0.143410852713178
boat482.png,boat,438,384,260,98,319,145,0.593607305936073,0.223744292237443,0.134703196347032,0.122395833333333
boat444.png,boat,400,394,67,38,304,179,0.1675,0.095,0.5925,0.357868020304569
boat324.png,boat,408,404,144,121,209,196,0.352941176470588,0.29656862745098,0.159313725490196,0.185643564356436
boat433.png,boat,400,371,150,66,192,220,0.375,0.165,0.105,0.415094339622642
boat153.png,boat,486,450,241,213,329,269,0.495884773662551,0.438271604938272,0.181069958847737,0.124444444444444
boat114.png,boat,400,356,253,179,255,183,0.6325,0.4475,0.005,0.0112359550561798
boat114.png,boat,400,356,322,128,331,136,0.805,0.32,0.0225,0.0224719101123595
boat114.png,boat,400,356,38,257,41,259,0.095,0.6425,0.0075,0.00561797752808989
boat60.png,boat,442,472,253,193,317,286,0.572398190045249,0.436651583710407,0.144796380090498,0.197033898305085
boat138.png,boat,400,367,145,109,218,219,0.3625,0.2725,0.1825,0.299727520435967
boat528.png,boat,566,538,200,146,504,205,0.353356890459364,0.257950530035336,0.537102473498233,0.109665427509294
boat550.png,boat,458,444,249,1,337,100,0.543668122270742,0.00218340611353712,0.192139737991266,0.222972972972973
boat550.png,boat,458,444,107,79,270,208,0.233624454148472,0.172489082969432,0.35589519650655,0.29054054054054
boat10.png,boat,400,243,236,19,249,32,0.59,0.0475,0.0325,0.0534979423868313
boat10.png,boat,400,243,244,68,253,83,0.61,0.17,0.0225,0.0617283950617284
boat10.png,boat,400,243,276,33,290,52,0.69,0.0825,0.035,0.0781893004115226
boat10.png,boat,400,243,341,6,351,22,0.8525,0.015,0.025,0.065843621399177
boat10.png,boat,400,243,340,58,350,73,0.85,0.145,0.025,0.0617283950617284
boat10.png,boat,400,243,327,103,341,124,0.8175,0.2575,0.035,0.0864197530864197
boat10.png,boat,400,243,266,117,278,133,0.665,0.2925,0.03,0.065843621399177
boat10.png,boat,400,243,384,115,394,131,0.96,0.2875,0.025,0.065843621399177
boat492.png,boat,496,464,203,125,284,178,0.409274193548387,0.252016129032258,0.163306451612903,0.114224137931034
boat222.png,boat,412,374,190,147,228,219,0.461165048543689,0.356796116504854,0.0922330097087379,0.192513368983957
boat553.png,boat,400,372,109,102,212,157,0.2725,0.255,0.2575,0.147849462365591
boat284.png,boat,400,243,88,62,92,72,0.22,0.155,0.01,0.0411522633744856
boat284.png,boat,400,243,83,62,87,72,0.2075,0.155,0.01,0.0411522633744856
boat284.png,boat,400,243,78,62,82,76,0.195,0.155,0.01,0.0576131687242798
boat284.png,boat,400,243,76,93,81,109,0.19,0.2325,0.0125,0.065843621399177
boat284.png,boat,400,243,117,101,121,107,0.2925,0.2525,0.01,0.0246913580246914
boat284.png,boat,400,243,148,102,150,107,0.37,0.255,0.005,0.0205761316872428
boat284.png,boat,400,243,155,101,157,107,0.3875,0.2525,0.005,0.0246913580246914
boat284.png,boat,400,243,131,62,135,73,0.3275,0.155,0.01,0.0452674897119342
boat284.png,boat,400,243,150,62,154,73,0.375,0.155,0.01,0.0452674897119342
boat284.png,boat,400,243,168,9,171,19,0.42,0.0225,0.0075,0.0411522633744856
boat284.png,boat,400,243,159,63,163,74,0.3975,0.1575,0.01,0.0452674897119342
boat284.png,boat,400,243,178,62,182,74,0.445,0.155,0.01,0.0493827160493827
boat284.png,boat,400,243,165,101,167,107,0.4125,0.2525,0.005,0.0246913580246914
boat284.png,boat,400,243,168,99,171,107,0.42,0.2475,0.0075,0.0329218106995885
boat284.png,boat,400,243,175,102,177,107,0.4375,0.255,0.005,0.0205761316872428
boat284.png,boat,400,243,177,100,180,107,0.4425,0.25,0.0075,0.0288065843621399
boat284.png,boat,400,243,174,109,177,117,0.435,0.2725,0.0075,0.0329218106995885
boat284.png,boat,400,243,171,146,175,160,0.4275,0.365,0.01,0.0576131687242798
boat284.png,boat,400,243,168,164,173,183,0.42,0.41,0.0125,0.0781893004115226
boat284.png,boat,400,243,209,211,221,223,0.5225,0.5275,0.03,0.0493827160493827
boat284.png,boat,400,243,216,205,219,207,0.54,0.5125,0.0075,0.00823045267489712
boat284.png,boat,400,243,209,201,224,206,0.5225,0.5025,0.0375,0.0205761316872428
boat284.png,boat,400,243,201,209,205,211,0.5025,0.5225,0.01,0.00823045267489712
boat284.png,boat,400,243,201,189,205,209,0.5025,0.4725,0.01,0.0823045267489712
boat284.png,boat,400,243,209,185,221,190,0.5225,0.4625,0.03,0.0205761316872428
boat284.png,boat,400,243,208,170,211,173,0.52,0.425,0.0075,0.0123456790123457
boat284.png,boat,400,243,199,163,204,179,0.4975,0.4075,0.0125,0.065843621399177
boat284.png,boat,400,243,208,163,223,168,0.52,0.4075,0.0375,0.0205761316872428
boat284.png,boat,400,243,193,143,197,159,0.4825,0.3575,0.01,0.065843621399177
boat284.png,boat,400,243,184,109,187,116,0.46,0.2725,0.0075,0.0288065843621399
boat284.png,boat,400,243,184,101,187,107,0.46,0.2525,0.0075,0.0246913580246914
boat284.png,boat,400,243,188,100,191,107,0.47,0.25,0.0075,0.0288065843621399
boat284.png,boat,400,243,187,109,189,115,0.4675,0.2725,0.005,0.0246913580246914
boat284.png,boat,400,243,197,110,200,115,0.4925,0.275,0.0075,0.0205761316872428
boat284.png,boat,400,243,204,101,207,107,0.51,0.2525,0.0075,0.0246913580246914
boat284.png,boat,400,243,197,102,200,108,0.4925,0.255,0.0075,0.0246913580246914
boat284.png,boat,400,243,204,109,206,116,0.51,0.2725,0.005,0.0288065843621399
boat284.png,boat,400,243,207,109,210,116,0.5175,0.2725,0.0075,0.0288065843621399
boat284.png,boat,400,243,213,110,216,116,0.5325,0.275,0.0075,0.0246913580246914
boat284.png,boat,400,243,188,62,192,75,0.47,0.155,0.01,0.0534979423868313
boat284.png,boat,400,243,189,56,192,58,0.4725,0.14,0.0075,0.00823045267489712
boat284.png,boat,400,243,193,48,196,60,0.4825,0.12,0.0075,0.0493827160493827
boat284.png,boat,400,243,207,62,210,72,0.5175,0.155,0.0075,0.0411522633744856
boat284.png,boat,400,243,201,54,204,59,0.5025,0.135,0.0075,0.0205761316872428
boat284.png,boat,400,243,207,49,210,59,0.5175,0.1225,0.0075,0.0411522633744856
boat284.png,boat,400,243,211,49,215,59,0.5275,0.1225,0.01,0.0411522633744856
boat284.png,boat,400,243,248,46,253,59,0.62,0.115,0.0125,0.0534979423868313
boat284.png,boat,400,243,225,63,229,74,0.5625,0.1575,0.01,0.0452674897119342
boat284.png,boat,400,243,229,62,233,72,0.5725,0.155,0.01,0.0411522633744856
boat284.png,boat,400,243,239,62,243,73,0.5975,0.155,0.01,0.0452674897119342
boat284.png,boat,400,243,249,62,253,74,0.6225,0.155,0.01,0.0493827160493827
boat284.png,boat,400,243,217,101,219,107,0.5425,0.2525,0.005,0.0246913580246914
boat284.png,boat,400,243,227,109,229,116,0.5675,0.2725,0.005,0.0288065843621399
boat284.png,boat,400,243,232,109,235,116,0.58,0.2725,0.0075,0.0288065843621399
boat284.png,boat,400,243,236,111,240,121,0.59,0.2775,0.01,0.0411522633744856
boat284.png,boat,400,243,237,101,239,107,0.5925,0.2525,0.005,0.0246913580246914
boat284.png,boat,400,243,241,110,246,123,0.6025,0.275,0.0125,0.0534979423868313
boat284.png,boat,400,243,251,110,255,123,0.6275,0.275,0.01,0.0534979423868313
boat284.png,boat,400,243,232,145,236,161,0.58,0.3625,0.01,0.065843621399177
boat284.png,boat,400,243,237,163,257,167,0.5925,0.4075,0.05,0.0164609053497942
boat284.png,boat,400,243,223,223,236,236,0.5575,0.5575,0.0325,0.0534979423868313
boat284.png,boat,400,243,254,147,258,160,0.635,0.3675,0.01,0.0534979423868313
boat284.png,boat,400,243,260,93,265,107,0.65,0.2325,0.0125,0.0576131687242798
boat284.png,boat,400,243,258,63,262,74,0.645,0.1575,0.01,0.0452674897119342
boat284.png,boat,400,243,262,48,267,59,0.655,0.12,0.0125,0.0452674897119342
boat284.png,boat,400,243,263,62,266,71,0.6575,0.155,0.0075,0.037037037037037
boat284.png,boat,400,243,268,62,271,72,0.67,0.155,0.0075,0.0411522633744856
boat284.png,boat,400,243,272,48,276,59,0.68,0.12,0.01,0.0452674897119342
boat284.png,boat,400,243,277,48,281,59,0.6925,0.12,0.01,0.0452674897119342
boat284.png,boat,400,243,280,94,285,107,0.7,0.235,0.0125,0.0534979423868313
boat284.png,boat,400,243,262,167,268,189,0.655,0.4175,0.015,0.0905349794238683
boat284.png,boat,400,243,253,211,258,225,0.6325,0.5275,0.0125,0.0576131687242798
boat284.png,boat,400,243,295,110,299,123,0.7375,0.275,0.01,0.0534979423868313
boat284.png,boat,400,243,300,95,304,107,0.75,0.2375,0.01,0.0493827160493827
boat284.png,boat,400,243,286,62,290,74,0.715,0.155,0.01,0.0493827160493827
boat284.png,boat,400,243,292,62,295,71,0.73,0.155,0.0075,0.037037037037037
boat284.png,boat,400,243,300,62,304,74,0.75,0.155,0.01,0.0493827160493827
boat284.png,boat,400,243,309,62,314,77,0.7725,0.155,0.0125,0.0617283950617284
boat284.png,boat,400,243,310,94,314,107,0.775,0.235,0.01,0.0534979423868313
boat284.png,boat,400,243,310,110,314,124,0.775,0.275,0.01,0.0576131687242798
boat284.png,boat,400,243,299,152,302,160,0.7475,0.38,0.0075,0.0329218106995885
boat284.png,boat,400,243,303,153,306,161,0.7575,0.3825,0.0075,0.0329218106995885
boat284.png,boat,400,243,295,163,313,169,0.7375,0.4075,0.045,0.0246913580246914
boat284.png,boat,400,243,305,182,314,186,0.7625,0.455,0.0225,0.0164609053497942
boat284.png,boat,400,243,307,186,314,190,0.7675,0.465,0.0175,0.0164609053497942
boat284.png,boat,400,243,305,190,315,194,0.7625,0.475,0.025,0.0164609053497942
boat284.png,boat,400,243,306,207,314,210,0.765,0.5175,0.02,0.0123456790123457
boat284.png,boat,400,243,316,192,320,202,0.79,0.48,0.01,0.0411522633744856
boat284.png,boat,400,243,316,169,321,178,0.79,0.4225,0.0125,0.037037037037037
boat284.png,boat,400,243,308,145,314,160,0.77,0.3625,0.015,0.0617283950617284
boat284.png,boat,400,243,316,133,319,143,0.79,0.3325,0.0075,0.0411522633744856
boat284.png,boat,400,243,319,133,322,142,0.7975,0.3325,0.0075,0.037037037037037
boat284.png,boat,400,243,316,127,322,130,0.79,0.3175,0.015,0.0123456790123457
boat284.png,boat,400,243,316,115,323,119,0.79,0.2875,0.0175,0.0164609053497942
boat284.png,boat,400,243,316,112,323,115,0.79,0.28,0.0175,0.0123456790123457
boat284.png,boat,400,243,317,109,324,112,0.7925,0.2725,0.0175,0.0123456790123457
boat284.png,boat,400,243,316,106,322,108,0.79,0.265,0.015,0.00823045267489712
boat284.png,boat,400,243,319,100,324,103,0.7975,0.25,0.0125,0.0123456790123457
boat284.png,boat,400,243,316,98,324,101,0.79,0.245,0.02,0.0123456790123457
boat284.png,boat,400,243,317,92,324,95,0.7925,0.23,0.0175,0.0123456790123457
boat284.png,boat,400,243,316,88,323,91,0.79,0.22,0.0175,0.0123456790123457
boat284.png,boat,400,243,316,81,323,84,0.79,0.2025,0.0175,0.0123456790123457
boat284.png,boat,400,243,317,71,324,74,0.7925,0.1775,0.0175,0.0123456790123457
boat284.png,boat,400,243,316,67,323,71,0.79,0.1675,0.0175,0.0164609053497942
boat284.png,boat,400,243,317,55,321,57,0.7925,0.1375,0.01,0.00823045267489712
boat284.png,boat,400,243,317,35,323,38,0.7925,0.0875,0.015,0.0123456790123457
boat284.png,boat,400,243,317,19,323,22,0.7925,0.0475,0.015,0.0123456790123457
boat284.png,boat,400,243,317,1,323,4,0.7925,0.0025,0.015,0.0123456790123457
boat284.png,boat,400,243,312,22,314,29,0.78,0.055,0.005,0.0288065843621399
boat284.png,boat,400,243,307,22,310,32,0.7675,0.055,0.0075,0.0411522633744856
boat284.png,boat,400,243,306,8,310,18,0.765,0.02,0.01,0.0411522633744856
boat284.png,boat,400,243,302,11,305,18,0.755,0.0275,0.0075,0.0288065843621399
boat284.png,boat,400,243,298,10,301,18,0.745,0.025,0.0075,0.0329218106995885
boat284.png,boat,400,243,294,10,297,17,0.735,0.025,0.0075,0.0288065843621399
boat284.png,boat,400,243,298,22,301,30,0.745,0.055,0.0075,0.0329218106995885
boat284.png,boat,400,243,294,22,296,29,0.735,0.055,0.005,0.0288065843621399
boat284.png,boat,400,243,290,21,293,32,0.725,0.0525,0.0075,0.0452674897119342
boat284.png,boat,400,243,291,15,293,18,0.7275,0.0375,0.005,0.0123456790123457
boat284.png,boat,400,243,258,17,260,19,0.645,0.0425,0.005,0.00823045267489712
boat284.png,boat,400,243,290,10,292,17,0.725,0.025,0.005,0.0288065843621399
boat284.png,boat,400,243,285,21,288,31,0.7125,0.0525,0.0075,0.0411522633744856
boat284.png,boat,400,243,286,11,289,17,0.715,0.0275,0.0075,0.0246913580246914
boat284.png,boat,400,243,278,11,281,19,0.695,0.0275,0.0075,0.0329218106995885
boat284.png,boat,400,243,277,21,281,29,0.6925,0.0525,0.01,0.0329218106995885
boat284.png,boat,400,243,273,21,277,31,0.6825,0.0525,0.01,0.0411522633744856
boat284.png,boat,400,243,273,10,276,18,0.6825,0.025,0.0075,0.0329218106995885
boat284.png,boat,400,243,270,22,272,28,0.675,0.055,0.005,0.0246913580246914
boat284.png,boat,400,243,265,21,268,29,0.6625,0.0525,0.0075,0.0329218106995885
boat284.png,boat,400,243,265,9,268,19,0.6625,0.0225,0.0075,0.0411522633744856
boat284.png,boat,400,243,260,22,264,31,0.65,0.055,0.01,0.037037037037037
boat284.png,boat,400,243,257,10,259,18,0.6425,0.025,0.005,0.0329218106995885
boat284.png,boat,400,243,257,21,260,29,0.6425,0.0525,0.0075,0.0329218106995885
boat284.png,boat,400,243,252,21,255,30,0.63,0.0525,0.0075,0.037037037037037
boat284.png,boat,400,243,252,9,255,18,0.63,0.0225,0.0075,0.037037037037037
boat284.png,boat,400,243,248,21,252,31,0.62,0.0525,0.01,0.0411522633744856
boat284.png,boat,400,243,244,21,247,31,0.61,0.0525,0.0075,0.0411522633744856
boat284.png,boat,400,243,248,12,252,18,0.62,0.03,0.01,0.0246913580246914
boat284.png,boat,400,243,240,21,243,30,0.6,0.0525,0.0075,0.037037037037037
boat284.png,boat,400,243,235,22,239,31,0.5875,0.055,0.01,0.037037037037037
boat284.png,boat,400,243,240,10,243,18,0.6,0.025,0.0075,0.0329218106995885
boat284.png,boat,400,243,236,10,239,18,0.59,0.025,0.0075,0.0329218106995885
boat284.png,boat,400,243,228,22,231,29,0.57,0.055,0.0075,0.0288065843621399
boat284.png,boat,400,243,223,8,227,18,0.5575,0.02,0.01,0.0411522633744856
boat284.png,boat,400,243,223,21,227,32,0.5575,0.0525,0.01,0.0452674897119342
boat284.png,boat,400,243,219,21,222,31,0.5475,0.0525,0.0075,0.0411522633744856
boat284.png,boat,400,243,215,8,218,18,0.5375,0.02,0.0075,0.0411522633744856
boat284.png,boat,400,243,210,9,214,18,0.525,0.0225,0.01,0.037037037037037
boat284.png,boat,400,243,214,22,218,32,0.535,0.055,0.01,0.0411522633744856
boat284.png,boat,400,243,210,22,213,30,0.525,0.055,0.0075,0.0329218106995885
boat284.png,boat,400,243,205,21,209,32,0.5125,0.0525,0.01,0.0452674897119342
boat284.png,boat,400,243,202,21,206,30,0.505,0.0525,0.01,0.037037037037037
boat284.png,boat,400,243,197,21,201,32,0.4925,0.0525,0.01,0.0452674897119342
boat284.png,boat,400,243,193,21,196,30,0.4825,0.0525,0.0075,0.037037037037037
boat284.png,boat,400,243,197,10,200,18,0.4925,0.025,0.0075,0.0329218106995885
boat284.png,boat,400,243,189,11,191,18,0.4725,0.0275,0.005,0.0288065843621399
boat284.png,boat,400,243,189,21,192,29,0.4725,0.0525,0.0075,0.0329218106995885
boat284.png,boat,400,243,184,22,187,30,0.46,0.055,0.0075,0.0329218106995885
boat284.png,boat,400,243,179,21,183,32,0.4475,0.0525,0.01,0.0452674897119342
boat284.png,boat,400,243,176,21,179,31,0.44,0.0525,0.0075,0.0411522633744856
boat284.png,boat,400,243,168,21,171,30,0.42,0.0525,0.0075,0.037037037037037
boat284.png,boat,400,243,163,21,167,32,0.4075,0.0525,0.01,0.0452674897119342
boat284.png,boat,400,243,159,11,162,18,0.3975,0.0275,0.0075,0.0288065843621399
boat284.png,boat,400,243,155,22,158,29,0.3875,0.055,0.0075,0.0288065843621399
boat284.png,boat,400,243,147,10,150,18,0.3675,0.025,0.0075,0.0329218106995885
boat284.png,boat,400,243,139,21,142,30,0.3475,0.0525,0.0075,0.037037037037037
boat284.png,boat,400,243,135,22,137,28,0.3375,0.055,0.005,0.0246913580246914
boat284.png,boat,400,243,135,8,139,18,0.3375,0.02,0.01,0.0411522633744856
boat284.png,boat,400,243,122,10,125,15,0.305,0.025,0.0075,0.0205761316872428
boat284.png,boat,400,243,118,22,121,29,0.295,0.055,0.0075,0.0288065843621399
boat284.png,boat,400,243,114,9,118,18,0.285,0.0225,0.01,0.037037037037037
boat284.png,boat,400,243,115,21,117,27,0.2875,0.0525,0.005,0.0246913580246914
boat284.png,boat,400,243,110,21,114,31,0.275,0.0525,0.01,0.0411522633744856
boat284.png,boat,400,243,110,9,114,18,0.275,0.0225,0.01,0.037037037037037
boat284.png,boat,400,243,102,21,105,30,0.255,0.0525,0.0075,0.037037037037037
boat284.png,boat,400,243,105,8,110,18,0.2625,0.02,0.0125,0.0411522633744856
boat284.png,boat,400,243,96,20,98,23,0.24,0.05,0.005,0.0123456790123457
boat284.png,boat,400,243,97,22,101,31,0.2425,0.055,0.01,0.037037037037037
boat284.png,boat,400,243,66,62,68,64,0.165,0.155,0.005,0.00823045267489712
boat284.png,boat,400,243,69,62,72,72,0.1725,0.155,0.0075,0.0411522633744856
boat284.png,boat,400,243,64,62,68,74,0.16,0.155,0.01,0.0493827160493827
boat284.png,boat,400,243,59,62,63,73,0.1475,0.155,0.01,0.0452674897119342
boat284.png,boat,400,243,59,48,64,59,0.1475,0.12,0.0125,0.0452674897119342
boat284.png,boat,400,243,90,22,93,30,0.225,0.055,0.0075,0.0329218106995885
boat284.png,boat,400,243,80,21,84,32,0.2,0.0525,0.01,0.0452674897119342
boat284.png,boat,400,243,72,21,76,29,0.18,0.0525,0.01,0.0329218106995885
boat284.png,boat,400,243,68,22,71,28,0.17,0.055,0.0075,0.0246913580246914
boat284.png,boat,400,243,63,21,67,31,0.1575,0.0525,0.01,0.0411522633744856
boat284.png,boat,400,243,59,21,62,29,0.1475,0.0525,0.0075,0.0329218106995885
boat284.png,boat,400,243,64,11,67,19,0.16,0.0275,0.0075,0.0329218106995885
boat284.png,boat,400,243,53,13,58,32,0.1325,0.0325,0.0125,0.0781893004115226
boat284.png,boat,400,243,31,30,39,34,0.0775,0.075,0.02,0.0164609053497942
boat284.png,boat,400,243,32,21,41,25,0.08,0.0525,0.0225,0.0164609053497942
boat284.png,boat,400,243,137,147,140,158,0.3425,0.3675,0.0075,0.0452674897119342
boat284.png,boat,400,243,164,109,167,116,0.41,0.2725,0.0075,0.0288065843621399
boat284.png,boat,400,243,154,108,157,116,0.385,0.27,0.0075,0.0329218106995885
boat284.png,boat,400,243,144,109,147,116,0.36,0.2725,0.0075,0.0288065843621399
boat284.png,boat,400,243,132,109,137,119,0.33,0.2725,0.0125,0.0411522633744856
boat284.png,boat,400,243,107,110,112,122,0.2675,0.275,0.0125,0.0493827160493827
boat284.png,boat,400,243,98,109,103,118,0.245,0.2725,0.0125,0.037037037037037
boat284.png,boat,400,243,86,110,91,124,0.215,0.275,0.0125,0.0576131687242798
boat284.png,boat,400,243,153,164,159,180,0.3825,0.41,0.015,0.065843621399177
boat284.png,boat,400,243,147,162,153,182,0.3675,0.405,0.015,0.0823045267489712
boat284.png,boat,400,243,83,149,97,164,0.2075,0.3725,0.035,0.0617283950617284
boat284.png,boat,400,243,55,124,68,138,0.1375,0.31,0.0325,0.0576131687242798
boat284.png,boat,400,243,36,108,45,118,0.09,0.27,0.0225,0.0411522633744856
boat68.png,boat,430,428,229,163,296,197,0.532558139534884,0.37906976744186,0.155813953488372,0.0794392523364486
boat407.png,boat,268,142,87,61,107,118,0.324626865671642,0.227611940298507,0.0746268656716418,0.401408450704225
boat560.png,boat,400,243,176,158,179,160,0.44,0.395,0.0075,0.00823045267489712
boat560.png,boat,400,243,42,72,106,104,0.105,0.18,0.16,0.131687242798354
boat647.png,boat,568,564,146,192,391,348,0.257042253521127,0.338028169014084,0.431338028169014,0.276595744680851
boat570.png,boat,330,450,165,186,223,341,0.5,0.563636363636364,0.175757575757576,0.344444444444444
boat608.png,boat,400,369,74,236,79,239,0.185,0.59,0.0125,0.00813008130081301
boat608.png,boat,400,369,200,170,203,172,0.5,0.425,0.0075,0.00542005420054201
boat608.png,boat,400,369,347,106,354,111,0.8675,0.265,0.0175,0.013550135501355
boat0.png,boat,466,418,282,205,333,273,0.605150214592275,0.439914163090129,0.109442060085837,0.162679425837321
boat322.png,boat,356,314,162,137,226,183,0.455056179775281,0.384831460674157,0.179775280898876,0.146496815286624
